,latitude,longitude,price
0,49.59954926959559,6.1498287843085935,1.3399999999999999
1,49.59663033760489,6.152234311811365,17.386935483870964
2,49.60123971498858,6.142613437067227,30.052432432432433
3,49.58442855556732,6.166410018065502,0.7244117647058823
4,49.61077525288404,6.10636449975025,36.644285714285715
5,49.6098117330154,6.101693537927447,2.908787878787879
6,49.596275565552986,6.148500861947365,14.524705882352944
7,49.61971822310978,6.1202187099207395,4.645333333333333
8,49.60332351939693,6.082887361710275,13.33869565217391
9,49.605799447076805,6.138154559163098,14.991891891891893
10,49.586349529286856,6.172554578596584,6.611911764705883
11,49.61024893471195,6.107665651814577,51.22999999999999
12,49.609867310445,6.043061086001822,2.795
13,49.6049299604411,6.157978509152448,1.1231428571428572
14,49.61023585546795,6.137252370847049,0.3968421052631579
15,49.633201009973796,6.16291480186911,2.659041095890411
16,49.598675754001,6.138280871156275,38.45820512820512
17,49.58937308517015,6.106604645082079,1.7319444444444445
18,49.58938262158579,6.108860208611745,2.9997674418604654
19,49.62121800234695,6.167783756209593,2.4047058823529417
20,49.57513963446154,6.1271243620628555,6.668695652173913
21,49.560618016434724,6.162343027598442,3.0645454545454545
22,49.61514529198586,6.163218448422545,0.46785714285714286
23,49.61679229519263,6.130970806309893,0.45928571428571424
24,49.58968494537154,6.139084358005527,11.45108108108108
25,49.60642621068657,6.056714520345466,1.19
26,49.606244241822836,6.145407107607521,8.622121212121211
27,49.614134444715845,6.155214013338543,5.819222222222224
28,49.61429315263322,6.1089405822846565,3.482
29,49.58403239560956,6.114018270293832,1.576774193548387
30,49.60000676570284,6.118911181053589,28.11130434782609
31,49.63554393324693,6.144135805708515,5.2508888888888885
32,49.62550464909628,6.163816087800866,0.4542857142857142
33,49.62000684456379,6.078231909262395,4.800000000000001
34,49.60030447577315,6.095563778840815,1.554074074074074
35,49.59864870215262,6.141621806224274,2.574324324324324
36,49.59462184639784,6.148304222592362,11.9371875
37,49.613095862387176,6.120921034079477,23.70813953488372
38,49.61226670505416,6.102038522935415,12.245806451612903
39,49.5710279809017,6.149863113699328,10.1725
40,49.60534944383401,6.121596889107578,27.14359375
41,49.6012439922106,6.103309200936775,14.721363636363636
42,49.624420267821336,6.063959478728428,2.7604545454545453
43,49.6240771772782,6.105447176286758,3.2075555555555555
44,49.61968763222653,6.096552801533343,0.9025925925925926
45,49.62459544229773,6.122053732561557,4.647368421052631
46,49.633056768336395,6.165926918379481,2.315
47,49.57194110510852,6.141995928984679,0.6692307692307692
48,49.58485682860786,6.142713490814543,20.950169491525422
49,49.6132646279659,6.126133735857477,1.2346666666666668
50,49.60074734151612,6.068490316627697,3.4859999999999998
51,49.62803711814483,6.12801529829576,5.394772727272727
52,49.56165402987771,6.1649683233322605,3.3991111111111114
53,49.615968006639896,6.048620691672971,5.938787878787879
54,49.58633381994225,6.170529088220279,3.74974358974359
55,49.60170511806286,6.125737802414426,7.808372093023255
56,49.59591729017704,6.144991193251929,26.320483870967742
57,49.62019174395923,6.129525892282782,0.35571428571428576
58,49.612589993605376,6.150979836401048,4.503953488372093
59,49.61154482786207,6.079109096759149,1.220277777777778
60,49.6384100106908,6.141884492152374,1.0236585365853659
61,49.61719529852807,6.074496492567544,2.7395454545454547
62,49.62597917696241,6.130005172519366,10.453260869565216
63,49.59113987500806,6.12507019758094,11.732702702702703
64,49.64750361763028,6.084502599817447,10.924130434782608
65,49.60171129800995,6.125508627426437,67.86355555555556
66,49.624267174179714,6.162942127563247,1.7846428571428574
67,49.610024014351175,6.046465288512407,0.9919047619047618
68,49.61757314918327,6.103764329751429,2.7413333333333343
69,49.590755818627976,6.122342823341635,5.602580645161289
70,49.58698095789133,6.1026932149435,1.8063414634146342
71,49.62155592120913,6.071176328156093,3.6425
72,49.60637530370363,6.099054524645607,0.5371428571428571
73,49.5914888922514,6.058717902780089,1.2760869565217392
74,49.6463075564786,6.101470306419109,0.7424999999999998
75,49.63012441024279,6.148957850099022,1.9681818181818183
76,49.62858459244325,6.168995733806236,1.0634042553191487
77,49.62732423773667,6.10244871843233,3.174285714285715
78,49.61543402836476,6.1077578720244965,0.9173076923076924
79,49.615560879002075,6.072884820006577,3.5060714285714285
80,49.618593209497114,6.125466605766008,27.736829268292684
81,49.62201794725887,6.170867662373191,2.9452727272727275
82,49.61133207645055,6.082167999776681,10.478478260869563
83,49.60788692241866,6.1486503975870415,7.023043478260869
84,49.6295895484134,6.157515046419703,2.337272727272728
85,49.6143318879826,6.121741631964418,28.09818181818182
86,49.607547995333455,6.05710709782273,3.7665625
87,49.59033642008985,6.0880758462900735,5.107272727272727
88,49.58775981731456,6.167646397009808,1.7949122807017543
89,49.62360642901923,6.140677334099066,6.425
90,49.61693524623307,6.077558604240687,1.7919999999999998
91,49.58740039671245,6.100759099968672,1.1589285714285713
